asset_id,vulnerability_count,critical_vulnerability_count,avg_cvss,avg_epss,patch_delay,failed_logins,anomaly_count
AST-000051,2,0,5.317934385458384,0.0024666854019385004,115.25300058677047,2,1
AST-000052,1,0,5.100509672872498,0.21972826624995376,73.7247584458233,1,0
AST-000053,7,2,7.330125896500327,0.2570125622399908,17.691168711560465,14,3
AST-000054,3,2,8.87720721322511,0.021061226737201746,18.120237945652967,2,2
AST-000055,4,2,9.016335481432332,0.060503494967847175,31.633931235627823,2,1
AST-000056,2,1,6.5316164139260735,0.0167545459888502,19.481911772418766,3,2
AST-000057,3,1,8.109244339355936,0.13174594028625816,134.8093074224773,0,1
AST-000058,2,1,6.5744652554308916,0.06887570393561994,73.47918021663806,0,1
AST-000059,1,0,6.690760205165983,0.23540297816927572,47.07690115891316,1,1
AST-000060,4,1,9.1449749110119,0.15583956860671727,1.52906045289538,4,0
AST-000061,0,0,0.0,0.0,13.200613014593534,2,1
AST-000062,3,1,6.92417565318621,0.07819147059162188,11.490552837194299,3,1
AST-000063,2,1,7.65497364639467,0.021315945961228374,1.5512239065988063,3,1
AST-000064,5,1,8.307308721163013,0.06321178401090823,13.332448541222732,12,5
AST-000065,9,1,9.854419861099442,0.34058832836410574,129.68265447650234,14,9
AST-000066,4,0,5.494518042242561,0.044339566893777216,12.031573897154587,0,0
AST-000067,2,0,5.26014061028637,0.10725375185775755,100.34089677587406,3,1
AST-000068,4,0,5.0344815167942025,0.402641513109967,24.295750567979507,24,3
AST-000069,6,1,9.020114828392497,0.10149189313230915,18.114494404795224,17,4
AST-000070,2,0,6.47860882222502,0.10196197828875651,49.00959230079973,3,1
AST-000071,1,0,3.1249421122543506,0.18298115841885226,104.66018287839958,3,1
AST-000072,1,0,5.4197733909730665,0.010013445559491442,50.20139977240264,1,0
AST-000073,2,1,8.699987968151188,0.02523787149913736,82.55972159448993,2,1
AST-000074,3,0,5.240913819895206,0.020396355015741795,1.3278072001591392,2,0
AST-000075,2,1,9.198221273092845,0.3177221496718338,70.91279187986673,19,4
AST-000076,2,1,9.209277639162444,0.007342595422398617,8.200169782212425,3,0
AST-000077,1,0,5.258897014489448,0.00848255294137696,88.24362050537027,2,0
AST-000078,7,0,4.787298138493231,0.14995529104476626,27.347047857769944,11,4
AST-000079,5,1,8.861086336807109,0.24159316463108146,10.19253677958391,17,4
AST-000080,2,1,8.198612595847795,0.3023494042019518,1.5694919854523977,22,3
AST-000081,2,0,5.324043828492583,0.15367319685923989,7.531271874236717,14,3
AST-000082,0,0,0.0,0.0,26.152136021657693,3,1
AST-000083,5,2,7.485271514815271,0.13692153648194064,69.90225451213446,12,3
AST-000084,7,2,9.38590109077781,0.05760525288789796,27.44229565751866,16,4
AST-000085,3,1,9.192274369662869,0.07114638008189468,23.16994680064696,6,0
AST-000086,1,0,3.2176545052139636,0.01622935335374526,90.95963154246257,2,0
AST-000087,0,0,0.0,0.0,21.421613294802672,1,1
AST-000088,3,0,5.840567251140229,0.03556625089041341,72.60433568719661,25,1
AST-000089,2,0,3.55315008266619,0.18227249594664885,71.67252657461536,1,0
AST-000090,4,1,7.838315236690597,0.14730524614982696,32.55733787804086,2,1
AST-000091,0,0,0.0,0.0,23.12458313341424,1,2
AST-000092,0,0,0.0,0.0,16.947750939314055,0,0
AST-000093,2,0,5.665220159240907,0.09065942842537862,37.40985341135478,2,1
AST-000094,3,0,6.149124205104107,0.032132523983821625,56.73736250247847,1,0
AST-000095,3,0,4.512578777538684,0.11309555182152048,21.908503145264465,13,3
AST-000096,6,0,5.806393039730903,0.09026334233867421,141.19267293136596,2,0
AST-000097,1,0,5.562767563001395,0.0949765756226891,44.917598058059944,2,0
AST-000098,0,0,0.0,0.0,1.2645217871725118,2,1
AST-000099,3,0,5.398060507964238,0.09646201290874887,91.21218018380556,0,0
AST-000100,1,1,8.256271134110603,0.09396735283833363,48.639810716794784,5,1
AST-000101,5,0,4.856003335861958,0.0674459669165054,22.65379858957925,1,0
AST-000102,3,2,9.028476213208949,0.04374515270853596,88.0521959916735,3,0
AST-000103,1,0,3.7766173756893124,0.06348720594987665,37.51989980152153,1,1
AST-000104,1,0,4.049917513948537,0.03364937467140678,2.693878778223228,1,1
AST-000105,2,1,8.97371218940939,0.07847619893005371,10.666037833912215,3,0
AST-000106,1,0,5.8837166500958595,0.0021420084217305246,16.047421136443003,0,0
AST-000107,0,0,0.0,0.0,8.942408022386193,3,2
AST-000108,1,1,8.128828278462285,0.03568499501702032,106.90070020511732,5,0
AST-000109,3,1,8.454035069971269,0.26560329950486955,6.897768765695374,22,2
AST-000110,3,1,7.111775247331019,0.19445596000296017,7.962680274017573,10,1
AST-000111,0,0,0.0,0.0,63.28949778701317,1,0
AST-000112,1,1,7.684823112244919,0.014001790309350419,27.50564662722696,3,0
AST-000113,1,0,3.7868967030473426,0.00521699151321467,4.491668140841575,4,0
AST-000114,3,0,6.40754902142082,0.037453005164322824,32.499491830788756,2,1
AST-000115,3,3,8.609553915706284,0.07158367108275938,262.093636796207,16,2
AST-000116,2,0,4.054196790566545,0.2080600301202072,12.147102082314678,14,6
AST-000117,6,0,4.241885622206286,0.3212260430181105,15.8726946528627,19,3
AST-000118,2,0,5.132462516617355,0.21582502863618588,1.8261638691060824,16,6
AST-000119,8,1,7.219570594767866,0.10080672984845285,29.36968371442115,16,1
AST-000120,3,0,6.2793667565053966,0.004503231273049877,66.52461816304614,2,2
AST-000121,1,0,2.790735008667193,0.014516348048338235,86.34851627558628,2,0
AST-000122,2,1,8.223350659952759,0.026835338298034715,0.8482234998162725,19,1
AST-000123,3,0,4.979728898687061,0.005578113924525324,3.2668718190233785,0,0
AST-000124,2,1,8.16901450795795,0.04488014072600226,46.54933995966038,0,1
AST-000125,3,1,9.250510517525353,0.021349840431989158,39.1143621701091,2,1
AST-000126,5,0,5.348399649848881,0.17316802576166446,11.916619222458726,11,2
AST-000127,1,0,4.616146314973351,0.017938043115953196,24.018995070831302,0,0
AST-000128,2,0,4.296042529990643,0.011085624742551327,15.273238873276528,1,0
AST-000129,6,1,7.852584970134111,0.11079848765177962,4.958710919730455,11,6
AST-000130,8,0,5.5410268865593695,0.19516344355745296,18.56077037683131,17,4
AST-000131,1,0,4.284444025824028,0.3282267805774732,79.63727940004661,13,2
AST-000132,2,1,10.0,0.13114595895815168,16.891155233301724,0,2
AST-000133,1,0,5.421001140341967,0.11821866871045954,78.74629932182759,6,0
AST-000134,5,1,8.592914998158859,0.1431111341745893,89.21427192519076,16,5
AST-000135,2,1,8.399129421400874,0.031676848902033254,3.5367673465384475,2,1
AST-000136,3,0,3.9548189151530835,0.03023455356104531,0.947894056680088,0,0
AST-000137,2,2,9.27601672520863,0.010476039697923935,19.12798957215285,1,0
AST-000138,3,0,3.815718213615333,0.10626387774648292,73.58465698650106,1,0
AST-000139,3,1,10.0,0.010129002740515047,4.578503662403809,0,1
AST-000140,1,0,5.9789297206068195,0.023698032955510928,4.674514641920927,3,0
AST-000141,1,0,5.6604772003739905,0.08669954302995928,58.12316495849498,0,0
AST-000142,5,0,5.790901257304736,0.25532084883788836,26.74288439666887,19,3
AST-000143,2,0,5.319146770042097,0.0033480146550403894,24.322703464197346,1,0
AST-000144,2,0,5.13350345764621,0.06416979536245791,22.436705538438318,3,0
AST-000145,1,0,4.684538995060139,0.04054097257617258,11.106960314735165,3,1
AST-000146,3,1,8.29551987575531,0.05015746432707397,12.156129890790394,4,2
AST-000147,5,1,7.911845440530954,0.12345380152268516,1.101987117240757,18,0
AST-000148,3,0,5.177402490535505,0.032712329273749965,34.42477946696263,1,2
AST-000149,6,2,10.0,0.06497464510062295,69.85837674610293,6,1
AST-000150,1,0,5.493292610795304,0.03787939081374641,62.71443712745061,2,0
AST-000151,2,0,3.824334858503771,0.04447414392372443,6.31819746304474,4,0
AST-000152,3,0,6.259865830542221,0.068649426399952,69.5451328683661,1,1
AST-000153,1,0,3.845248833744014,0.0354299208779978,176.22684488718346,1,0
AST-000154,4,1,9.746670768911782,0.07250662497290647,27.277212721143236,0,4
AST-000155,0,0,0.0,0.0,33.950421900517995,1,1
AST-000156,2,0,5.246729528601191,0.16125717655678376,8.429493377952747,1,0
AST-000157,9,3,9.637670678001259,0.12583018426857118,33.05953645357165,14,2
AST-000158,5,1,9.980575077565275,0.24918806091498785,38.88510231505937,14,6
AST-000159,2,0,4.7035634913243864,0.08700874103079943,72.14425153695748,1,1
AST-000160,2,0,3.1878554149585137,0.06335867821188536,30.99286604000694,1,0
AST-000161,2,1,9.254223301672885,0.1044016521899927,10.611384489539637,3,0
AST-000162,3,1,7.503939199747848,0.2890347863575866,84.29819786781405,9,3
AST-000163,1,0,4.213730140759131,0.05322784507858259,31.75935813145814,2,0
AST-000164,3,1,8.802510064804677,0.13999379147756005,47.87955374453063,2,0
AST-000165,2,2,8.06537604091205,0.06817265621366103,116.7495188016747,2,0
AST-000166,1,1,7.806091090052801,0.010865537975278984,97.23872663617117,3,0
AST-000167,4,1,8.111572884198113,0.06962855602571451,7.402415536055804,2,1
AST-000168,2,0,6.188588807561101,0.07547820993581783,16.79712186911827,1,0
AST-000169,6,1,8.00092260404235,0.30857500310016944,70.14692572534646,12,0
AST-000170,4,1,8.526951907562928,0.10541545646287867,9.122040963624704,16,7
AST-000171,2,1,9.71554560690834,0.024822281057835606,55.33760618158556,2,0
AST-000172,4,2,8.262620341224935,0.12018378339495522,52.388179278447,0,1
AST-000173,2,0,4.014413292738317,0.06215100033030198,70.80611467831058,1,0
AST-000174,4,0,4.718444035691621,0.05811683536563546,61.08501605635752,20,3
AST-000175,3,1,6.481105862266733,0.12737211278278604,5.276239311188001,14,3
AST-000176,0,0,0.0,0.0,17.83084507626212,1,1
AST-000177,3,1,8.131826778557372,0.14124042027559508,27.85649766482224,4,1
AST-000178,2,0,3.884496865752705,0.09820184266871536,4.1890776999721,1,0
AST-000179,0,0,0.0,0.0,6.328466009260272,2,0
AST-000180,1,0,3.97525584617774,0.002499124838108239,1.3552119205557385,1,0
AST-000181,2,0,6.029395288871178,0.3618263209431635,8.513602782977408,12,3
AST-000182,3,1,9.149496356666397,0.2773268514237156,8.326804732164122,1,2
AST-000183,2,0,4.587196125564102,0.21875531915635854,2.2201150586512854,0,0
AST-000184,4,2,9.007846011340193,0.2069661190577899,1.1539927818845446,14,2
AST-000185,0,0,0.0,0.0,25.66060869626665,4,0
AST-000186,5,1,8.075438458464305,0.14918898543010703,20.322383371398093,13,2
AST-000187,4,1,8.178562605230793,0.27276005500900163,9.964502496975093,1,0
AST-000188,5,1,9.263397110349446,0.07787773702336005,38.51587570925357,20,5
AST-000189,2,1,8.787818647378806,0.019697525134504238,11.181898541658088,0,0
AST-000190,2,0,5.278509945384462,0.13281460349167484,1.7031661617566227,1,1
AST-000191,1,0,3.280830172953867,0.021095360358444417,19.172791052699196,4,0
AST-000192,1,0,5.380514514599926,0.0036155265214909,88.76926689260512,0,1
AST-000193,0,0,0.0,0.0,121.44548575674234,3,0
AST-000194,6,3,7.4179618829493545,0.21173436293118741,12.91888039782746,20,3
AST-000195,4,1,8.440229573316355,0.20613532558849795,113.72187767872906,20,4
AST-000196,1,0,6.651900453454006,0.0682130036247658,50.93429301036271,2,1
AST-000197,1,1,8.992185640981699,0.05547484333637997,11.827655817697758,3,1
AST-000198,5,1,7.220904546594209,0.19482161307556947,38.84610728861557,17,1
AST-000199,8,2,10.0,0.283257092492189,122.09804278192615,9,3
AST-000200,2,0,3.995485637941105,0.21361597381287228,94.16005186788428,4,0
AST-000201,5,0,6.086904046497748,0.06059712693200562,10.809535304578294,15,3
AST-000202,4,0,6.412963364504122,0.054486125947305425,126.53207383404164,3,0
AST-000203,3,0,5.179223240353683,0.00491100532997546,42.51973153802113,6,0
AST-000204,5,0,3.725735432972162,0.1853515884774215,19.289834076356506,3,0
AST-000205,4,1,8.638701482298186,0.2441314781248589,22.67129262355296,12,0
AST-000206,2,1,8.421584268271552,0.08840005498434887,13.478744137025213,2,1
AST-000207,4,0,3.089442383519261,0.06883364905455408,74.41510104391848,3,1
AST-000208,2,0,4.670063006808339,0.04313404363266631,174.74186423605403,3,0
AST-000209,3,0,3.7074994765551788,0.014914681194416607,30.383923920115553,2,2
AST-000210,1,0,4.9722470647615005,0.11507421718131285,16.75145074940046,3,0
AST-000211,2,0,5.71200003455081,0.04889503888641527,11.106212480362153,2,1
AST-000212,3,0,4.810794384264282,0.10039365103844683,6.440437322328012,2,1
AST-000213,1,0,6.183563737647196,0.2104974377568367,51.648628729254526,2,0
AST-000214,4,1,8.98834188555948,0.1090835432226809,3.4446138350886315,8,3
AST-000215,2,0,4.087309552522541,0.09158733937609291,1.0679053597194053,4,0
AST-000216,4,0,4.3090284559101795,0.034455684927810835,28.023988599706882,15,1
AST-000217,2,0,6.260743190193827,0.09817145177164717,30.35890709137913,1,0
AST-000218,4,2,8.285065485869096,0.03301425482515081,19.32961741993055,1,0
AST-000219,2,0,7.751516378981085,0.121030371451066,194.320878516939,2,1
AST-000220,1,1,7.3622119226216896,0.24583938701693736,8.029519298276854,2,2
AST-000221,4,0,6.1392098116429725,0.029651397915287533,10.645792179900472,4,0
AST-000222,4,0,3.2558084981121818,0.22393717909962466,26.357080657704145,15,1
AST-000223,5,1,5.323737069009084,0.08910992122940278,195.37846737021587,13,3
AST-000224,2,0,5.475204843413534,0.18068575337057277,11.507114611025335,1,0
AST-000225,2,0,2.7891124935020493,0.000449896049330187,5.355545838796281,2,0
AST-000226,5,2,9.828538841587878,0.08921666838267692,63.35704820163391,18,2
AST-000227,0,0,0.0,0.0,10.01424345794956,3,0
AST-000228,1,0,4.26839484260796,0.018829086297562716,7.3375130816240866,2,0
AST-000229,4,2,7.99821868660886,0.17872192645472781,38.10553786574109,20,3
AST-000230,6,0,2.7855070130325643,0.030135496485055296,6.782379450206115,8,4
AST-000231,2,0,3.37920835384047,0.07752612233407688,122.52364675375351,5,2
AST-000232,1,1,7.333371696975281,0.03434227040367182,1.8567180808001018,1,2
AST-000233,3,1,7.271724719807431,0.12888473070108375,1.1184838624105027,1,0
AST-000234,2,0,5.181332356384954,0.4821326791510137,89.1287294142914,13,2
AST-000235,10,2,10.0,0.3246989325749768,38.85725626319493,10,3
AST-000236,2,0,4.607805284125544,0.08753205856724797,23.639310312906797,3,0
AST-000237,3,1,8.449004526031185,0.03547172741347554,21.810066893555295,19,0
AST-000238,6,0,5.252774552315913,0.48268956368250493,198.50636189416755,13,2
AST-000239,1,0,3.8693588803586376,0.15181579435173978,8.819843065819105,2,0
AST-000240,2,0,5.122988437535417,0.17998473150474645,6.889192620976877,18,3
AST-000241,4,0,4.334052654539566,0.24907191355641675,0.7929493154589621,2,1
AST-000242,1,0,6.673617379979456,0.266967404529558,3.8616440298657535,2,0
AST-000243,1,0,4.536155016504969,0.24036176643955406,10.074031443402934,1,0
AST-000244,6,3,8.833553780908687,0.2629484103092766,10.010522023359561,15,7
AST-000245,3,0,4.803632601873687,0.01461711733367468,75.61666939873547,2,2
AST-000246,0,0,0.0,0.0,1.8052732067088415,3,0
AST-000247,6,1,8.93130096012103,0.07047114775443344,81.83685456975552,12,4
AST-000248,3,0,4.557469989093544,0.10980871349346205,2.860231869780853,4,2
AST-000249,6,1,8.334599963460178,0.07107631191569048,35.97138466446298,24,2
AST-000250,2,0,4.662800651457112,0.09728142442163389,4.241817761724699,1,1
AST-000251,0,0,0.0,0.0,28.139879963289886,0,1
AST-000252,0,0,0.0,0.0,11.445382576595582,1,0
AST-000253,1,0,5.717118687462197,0.11068995031704212,4.060991781265161,20,3
AST-000254,3,1,7.792450677631781,0.1425497622535909,9.944613283535361,2,0
AST-000255,2,0,4.6894549092897755,0.16621168628658062,0.12452969892905658,0,1
AST-000256,6,0,6.069154843803577,0.2921146147848143,80.79130591948305,12,1
AST-000257,2,0,5.280012222828601,0.01848774275978703,43.81548717680957,0,0
AST-000258,6,1,10.0,0.0159094961928248,2.0756759371007463,16,4
AST-000259,1,0,4.468861156684802,0.07891773246772406,12.486943684006526,11,5
AST-000260,1,1,10.0,0.06962835905928262,46.66163585767941,2,0
AST-000261,4,0,4.95615895189711,0.049275659204929476,23.568192442596885,3,1
AST-000262,1,0,4.8836430106410775,0.06203680504058063,23.356743664960746,1,0
AST-000263,2,0,5.438503484691508,0.001914466827721637,2.885623823938566,5,0
AST-000264,3,1,8.28792702296428,0.09671947453935548,1.5632575752692353,11,4
AST-000265,6,1,9.390729541025758,0.09857059756399017,35.05565888941855,14,4
AST-000266,1,1,8.364068242050408,0.026587825761280888,65.87802953652539,3,0
AST-000267,2,0,4.40579446729271,0.14918829164498323,14.020662877896617,3,1
AST-000268,3,0,4.943444261847829,0.04040357833381293,18.220851655838047,4,1
AST-000269,1,0,2.7015513184036988,0.12620495553336772,87.02080588858348,3,1
AST-000270,1,0,4.362078099398738,0.14265289853064642,43.44277411961756,2,1
AST-000271,2,0,5.483904207907979,0.03789504175418609,4.380181763558127,2,0
AST-000272,4,2,9.795705056468742,0.2154313061999954,19.358251213988602,1,0
AST-000273,1,0,5.838158375815096,0.11283423869056307,25.539056386284923,1,0
AST-000274,1,1,8.687394551719743,0.19291351558413172,18.164153712847526,15,11
AST-000275,1,0,5.0247267283222845,0.29758875773427146,145.4614296365007,2,1
AST-000276,6,0,4.709161062922978,0.5083496798205366,34.28434000444354,14,1
AST-000277,1,1,8.433046416026706,0.00021065114094077916,7.049674925888289,3,1
AST-000278,6,2,9.106981817036994,0.07056492961555544,3.484788679954142,13,2
AST-000279,1,0,4.232733247957953,0.009807751854444538,42.242638701859065,2,0
AST-000280,3,0,4.950307472931873,0.18520620176579838,9.626234984880664,17,4
AST-000281,3,0,6.009547769095475,0.09012955058881497,13.633873674414957,20,2
AST-000282,0,0,0.0,0.0,3.436524393044075,2,0
AST-000283,3,0,5.362916722354688,0.06497911716901746,32.45408562183092,2,1
AST-000284,2,0,4.052340151217584,0.19282995407502138,9.014162812948452,17,1
AST-000285,7,1,9.522164962520659,0.07603050899631199,24.828707432486723,12,1
AST-000286,8,3,6.503420613979213,0.05376335366239411,157.74742862585103,16,4
AST-000287,5,1,7.8211794047221455,0.22582714226134523,55.601563341534494,11,0
AST-000288,3,1,8.797320314794423,0.005698663749678015,13.020652245038399,7,1
AST-000289,0,0,0.0,0.0,25.1823497877547,3,0
AST-000290,2,0,4.514930446830938,0.08706549541709281,13.080949457050606,4,0
AST-000291,7,1,8.968047651325545,0.2326220363946494,34.233988366927306,15,8
AST-000292,5,0,3.969825571857748,0.17161527043945146,7.224422299936707,4,0
AST-000293,2,1,8.900597361285868,0.06335320425377969,17.64947673989901,1,2
AST-000294,12,1,9.579531801011518,0.2055511322190899,105.18848301989767,10,4
AST-000295,6,2,8.44227657523064,0.18568372307455233,11.479846365091317,6,4
AST-000296,4,1,9.996361254527343,0.023787828470010774,11.457151012764198,4,0
AST-000297,2,1,8.846925762081415,0.15576620687990053,5.202839186661401,3,1
AST-000298,1,1,9.249014558073647,0.039441808263449694,52.78455072275052,5,0
AST-000299,1,0,5.266161458517633,0.12870489159167275,129.01111093505335,3,2
AST-000300,4,1,6.378837446511058,0.12188223359253118,55.94420233514394,15,3
AST-000301,1,0,6.177288217150764,0.10391179627757843,0.34054324689835513,1,1
AST-000302,6,1,9.101446853741349,0.01742071300202107,33.095015293012096,19,2
AST-000303,6,2,8.64635515864594,0.028001661208070284,24.957772211923626,13,4
AST-000304,1,0,3.8249752210189483,0.07497844667476072,1.0202122485806664,1,0
AST-000305,3,0,4.959130789263243,0.032899252751369686,183.71740901383976,2,1
AST-000306,1,1,8.16911620068193,0.008087138657647264,6.851947752272109,4,0
AST-000307,1,1,6.57976196986207,0.2663987753352084,101.72162520491739,3,1
AST-000308,1,0,7.117121499800021,0.08357544654473238,16.86858612122585,0,2
AST-000309,5,1,9.775169464816656,0.2452116345956831,83.2221580384915,9,3
AST-000310,4,2,7.7135909512075305,0.012566762673044808,2.3291011320684816,1,1
AST-000311,3,0,4.320942986922216,0.2679220688907535,18.070146155078906,9,1
AST-000312,2,0,5.229908466956479,0.08428730759184215,6.199026280730802,1,0
AST-000313,2,0,5.820581672639268,0.04713600077808901,32.38913354733488,2,1
AST-000314,4,0,4.855647323648591,0.08848291593591169,62.482792777406004,11,3
AST-000315,2,0,5.361567848262019,0.02483282169530109,13.152160220949181,0,0
AST-000316,2,0,4.32926856190904,0.033249764588545595,37.78163527712,0,2
AST-000317,3,1,7.71125892152503,0.0034974960418754962,61.54176983395291,1,0
AST-000318,2,0,4.495604067343803,0.007766331491342298,78.99885465149052,2,0
AST-000319,5,0,4.476074645791229,0.21269145559674718,6.106307306449502,14,9
AST-000320,3,0,3.5511333918411028,0.07232960866749122,29.66542825601787,1,1
AST-000321,2,0,5.069514004488311,0.09210272985661835,144.34176252739806,4,0
AST-000322,1,0,6.400834055149588,0.06428324195020309,51.43913362775947,1,0
AST-000323,4,1,7.446247933687873,0.05998161850896791,54.70562262251711,17,3
AST-000324,2,0,4.512699897111284,0.014225840862643292,134.11696446609528,3,0
AST-000325,2,0,4.312880437419627,0.014155528533206762,1.8751312461952074,2,0
AST-000326,4,2,7.400392048705401,0.19055908819371395,30.376467831910574,3,1
AST-000327,4,0,2.046062548030073,0.049848467173867074,19.127891186506805,1,1
AST-000328,0,0,0.0,0.0,75.86075072569604,3,1
AST-000329,1,0,4.333776924306789,0.043180471570141314,206.678034411993,0,0
AST-000330,1,0,6.001672555601658,0.3726498474111177,11.292353640299226,1,1
AST-000331,2,0,4.993863285464724,0.15088947364291636,26.54131727342965,3,1
AST-000332,0,0,0.0,0.0,35.32947276602189,2,0
AST-000333,7,3,8.511134229886705,0.17768572116434866,117.45627808953881,10,1
AST-000334,5,2,8.198000538295508,0.22485447959880323,8.718810920096224,21,2
AST-000335,4,2,10.0,0.03260880984514753,7.634883658413581,2,0
AST-000336,2,0,4.60952642324405,0.011258492830604079,48.73521233037082,1,0
AST-000337,0,0,0.0,0.0,133.9717446431138,2,1
AST-000338,6,1,7.997163744763446,0.06023025338657384,86.05472112375661,12,2
AST-000339,2,0,4.496686304421599,0.06756187880275086,5.007980117490338,1,0
AST-000340,5,0,6.10453306031581,0.053086142166253236,41.204021344364975,22,2
AST-000341,1,1,8.566312129787239,0.021646967732947962,39.734818729230014,1,0
AST-000342,2,0,4.002203816082941,0.034755886336862656,31.02906729112555,2,0
AST-000343,1,1,8.749487386652406,0.05044059725251725,9.909476964287354,12,3
AST-000344,9,0,6.033248067804134,0.12886188229935472,60.16177215733733,18,4
AST-000345,3,0,4.328976948733525,0.11800509040799281,4.616554580632387,16,2
AST-000346,1,0,4.33038341514204,0.016816002944715625,56.29869450500031,3,0
AST-000347,3,1,7.863129713136794,0.06295894263915745,23.93678966738506,3,1
AST-000348,3,0,4.757547407081112,0.20575641789744992,41.878704210132476,1,0
AST-000349,2,0,5.461164087495353,0.024304284659844237,64.60676832262186,2,0
AST-000350,3,1,8.540897058645529,0.07762296939682616,8.307389395585965,3,0
AST-000351,4,1,8.711770614590945,0.01852716307036188,15.700355724085714,3,1
AST-000352,0,0,0.0,0.0,18.110581369189912,1,0
AST-000353,3,0,5.1430130768136095,0.039194532861957586,51.03805172095996,1,0
AST-000354,0,0,0.0,0.0,16.263451973244784,18,0
AST-000355,7,2,7.956804443064481,0.08485712697264262,183.38687075601322,22,6
AST-000356,4,2,9.015093927424534,0.03586928281361568,3.7069201242834438,2,0
AST-000357,1,0,5.317515796223301,0.042250632681104815,30.156081238913256,1,2
AST-000358,1,0,4.734346566530274,0.1646052040258996,30.297747793452057,1,0
AST-000359,5,1,8.806761779957593,0.052206812618358016,4.333605276838214,15,3
AST-000360,3,1,6.9815437846978,0.005617137754142632,21.734840129839288,2,0
AST-000361,7,3,8.989059501710077,0.27376781548645657,1.8553496036035957,17,2
