asset_id,mfa_coverage,edr_coverage,backup_coverage,control_effectiveness
AST-000108,0.37121606761614445,0.35405085159276856,0.9354840739405907,0.5535836643831679
AST-000109,0.19527509858123623,0.8330717462335399,0.9507976591694849,0.6597148346614203
AST-000110,0.4951353738630892,0.6097087764704834,0.6171181574559853,0.5739874359298526
AST-000111,0.8750481535599892,0.7729006369360186,0.9728844232072643,0.873611071234424
AST-000112,0.0,0.8209862550146745,0.7693313643515977,0.5301058731220908
AST-000113,0.7100123937052084,0.5940873050464327,0.7986602750410218,0.7009199912642209
AST-000114,0.8685544426846438,0.5802435046873764,0.5143618820940485,0.6543866098220229
AST-000115,0.6459923275705375,0.43972964385845453,0.85258087052134,0.6461009473167774
AST-000116,0.8659881926255013,0.5385990875174508,0.5762295541730381,0.6602722781053302
AST-000117,0.3606160412080969,0.6022144156805106,0.7503706114253774,0.5710670227713283
AST-000118,0.0,0.6830288611887186,0.5952016607256418,0.4260768406381201
AST-000119,0.5459143916853093,0.840964136809365,0.88526266920299,0.7573803992325548
AST-000120,0.5150649218049704,0.3582055301637279,0.9713371705729202,0.6148692075138729
AST-000121,0.4947788261456265,0.06264854745333932,0.6762776808833035,0.41123501816075647
AST-000122,0.7728240306227411,0.4248349788648998,0.7538042394360148,0.6504877496412186
AST-000123,0.7489322885804488,0.760586985724172,0.645153385266368,0.7182242198569962
AST-000124,0.4290861755418187,0.819379080376319,0.7018628666002125,0.6501093741727834
AST-000125,0.7479746532479887,0.7106619511237128,0.5288248276202038,0.6624871439973017
AST-000126,0.4307943471385276,0.6476265116930312,0.8993629439036708,0.6592612675784099
AST-000127,0.2772944362712228,0.7663845833153768,0.7922565276874304,0.6119785157580101
AST-000128,0.5248193796375634,0.7746927494484857,0.9331289249823445,0.7442136846894645
AST-000129,0.719160689374765,0.31100545221152154,0.9610910295601509,0.6637523903821458
AST-000130,0.8428202139120164,0.6577583227287213,0.7664540680326654,0.7556775348911343
AST-000131,0.8841567793180481,0.28394757207406446,0.9840502584512186,0.7173848699477771
AST-000132,0.6599937244302174,0.7645530871173057,0.9746278720967332,0.7997248945480854
AST-000133,0.7792483553827207,0.5731083867727286,0.7972305080273259,0.7165290833942585
AST-000134,0.0,0.49062024761580947,0.768634759317636,0.41975166897781513
AST-000135,0.28293632191171153,0.0940946694395488,0.9737991074702824,0.4502766996071809
AST-000136,0.0,0.5614008089131051,0.7539992981182488,0.43846670234378465
AST-000137,0.6519844435255655,0.8585762257467723,0.9935904540854382,0.8347170411192587
AST-000138,0.476280278108732,0.3457022614433135,0.7290089603448265,0.5169971666322907
AST-000139,0.4582636611303693,0.4808996034166944,0.2655532062763004,0.4015721569411214
AST-000140,0.28976944120705006,0.9250405084678374,0.9666558516073828,0.7271552670940901
AST-000141,0.7742192096216627,0.7587247407023192,0.7606599465771429,0.764534632300375
AST-000142,0.3041309191638309,0.6258577335473591,0.7459303767405193,0.5586396764839031
AST-000143,0.6861297369152682,0.3386685783318839,0.4902005374501059,0.5049996175657526
AST-000144,0.4533221630368803,0.7671232986408009,0.78510708934081,0.6685175170061637
AST-000145,0.6972716705303077,0.8524892408091946,0.6499744305609618,0.7332451139668213
AST-000146,0.5249258719659761,0.4915437885417533,0.7175512442860836,0.5780069682646043
AST-000147,0.21775000737471617,0.058291759244702084,0.4195321278896226,0.23185796483634694
AST-000148,0.3831811163776343,0.726516756151935,0.8787461478781067,0.6628146734692253
AST-000149,0.6893028183102836,0.8036708720457771,0.4545958516524756,0.6491898473361788
AST-000150,0.7175301983261247,0.6019524371876447,0.2398142125574486,0.5197656160237393
AST-000151,0.1734068526154026,0.5063035598841692,0.6775896089574166,0.4524333404856628
AST-000152,0.43266383785704243,0.6484216073337672,0.8747503039733893,0.6519452497213997
AST-000153,0.45921188107280114,0.44384143873144355,0.656628747723027,0.5198940225090906
AST-000154,0.45222511363375323,0.6251969016482767,0.8566788836373622,0.6447002996397974
AST-000155,0.7566984244012428,0.4721126444920982,0.5909121406991277,0.6065744031974897
AST-000156,0.7063491678729767,0.8672361458215556,0.7696638248266197,0.7810830461737174
AST-000157,0.4429349698231477,0.8280755524842554,0.7431653714365513,0.6713919645813181
AST-000158,0.9800093864299977,0.5228481365508737,0.3339511889467131,0.6122695706425282
AST-000159,0.3905108059119352,0.7649861430451773,0.9772379358306317,0.7109116282625814
AST-000160,0.6006013135365682,0.3897812301584398,0.901607565871902,0.6306633698556366
AST-000161,0.8535039449708521,0.8096337083088975,0.995295911890127,0.8861445217232923
AST-000162,0.33624830707049824,0.3831486485856227,0.951490004681665,0.5569623201125954
AST-000163,0.7699114611321194,0.9226452702582656,0.9906109017704048,0.8943892110535966
AST-000164,0.7228436546519699,0.9052310629245589,0.8902802223301863,0.8394516466355717
AST-000165,0.45073890794002336,0.6370076043969773,0.7085117589523671,0.5987527570964559
AST-000166,0.4090819486717582,0.7322930348746013,0.6578559550077785,0.5997436461847127
AST-000167,0.7889478416435274,0.5355453958302823,0.6305622370502127,0.6516851581746742
AST-000168,0.8495077271452869,0.8270340767760361,0.4456850277185927,0.707408943879972
AST-000169,0.8129873916587135,0.48119792922718674,0.9722050597226634,0.7554634602028546
AST-000170,0.1819786116633505,0.508447256073477,0.8233454951662186,0.5045904543010153
AST-000171,0.3237819945689243,0.8274017909928908,0.9919067946298463,0.7143635267305539
AST-000172,0.7527553865883028,0.38951845395916057,0.9775267965589672,0.7066002123688101
AST-000173,0.7528374763047382,0.5470884685766871,0.6949620623388666,0.6649626690734306
AST-000174,0.22244397307163002,0.5875227774422308,0.5155619210947281,0.44184289053619635
AST-000175,0.18209981899939082,0.6191103068110478,0.8857764257499291,0.5623288505201226
AST-000176,0.6229084158351782,0.8608094934085583,0.3262774004905894,0.603331769911442
AST-000177,0.27713283942368444,0.01849949235910575,0.8013180970414568,0.3656501429414157
AST-000178,0.2450981593188664,0.3281656909454744,0.8484182335806876,0.4738940279483428
AST-000179,0.8100981625417606,0.7961153763217094,0.4294862574342626,0.678566598765911
AST-000180,0.7428442654791074,0.4364937438872829,0.7770452272572598,0.6521277455412168
AST-000181,0.7028707242711397,0.5782169848493969,0.7723703241206726,0.6844860110804031
AST-000182,0.7600286492000282,0.507255357185838,0.9408142650893822,0.7360327571584161
AST-000183,0.24502542092683544,0.5862440208728673,0.5295390787727525,0.4536028401908185
AST-000184,0.0,0.6353173701362451,0.7192988391984065,0.4515387364448839
AST-000185,0.0,0.8861199235918559,0.8954382258572526,0.5938527164830362
AST-000186,0.5468679429299608,0.7153107390987744,0.8855140506501402,0.7158975775596251
AST-000187,0.8227590255276157,0.8128306969605227,0.9646433346624104,0.8667443523835162
AST-000188,0.5630752581280432,0.9273203809783486,0.7683096112388603,0.752901750115084
AST-000189,0.5843836328639216,0.5623203178909166,0.6182897884135815,0.5883312463894733
AST-000190,0.2567359492455035,0.38588098100060175,0.7427538790251489,0.46179026975708476
AST-000191,0.43624016900478174,0.9865202726517277,0.8232790070114656,0.7486798162226583
AST-000192,0.8502434876701832,0.8333460883233185,0.8180664892296984,0.8338853550744001
AST-000193,0.643557020367239,0.25629961475901974,0.6909706185674116,0.5302757512312235
AST-000194,0.6637947234272469,0.7709013785905376,0.909840221780657,0.7815121079328139
AST-000195,0.5780585157115428,0.7609499077127471,0.9854013757228125,0.7748032663823675
AST-000196,0.576687193243922,0.1016285292652417,0.9826581166739518,0.5536579463943718
AST-000197,0.49454242705464796,0.21910129341855475,0.9453118239303926,0.5529851814678651
AST-000198,0.39903945662937734,0.3053736560476164,0.5724345372463467,0.42561588330778016
AST-000199,0.7820208158598537,0.4264174341524325,0.38783973319936793,0.5320926610705513
AST-000200,0.40241367703085706,0.4441775479863531,0.9108725445346161,0.5858212565172755
AST-000201,0.3757384565588352,0.871272872513258,0.7703351903291173,0.6724488398004036
AST-000202,0.4804284545874471,0.6043890348206482,0.2006108468856284,0.4284761120979079
AST-000203,0.767371044930602,0.33606253194667857,0.7581992879270965,0.6205442882681257
AST-000204,0.5796238832703209,0.42910660910304765,0.7246932561681192,0.577807916180496
AST-000205,0.5715773039446099,0.8144366353978266,0.7706952637839906,0.718903067708809
AST-000206,0.8173385180437694,0.7769783887086655,0.8536352146744779,0.8159840404756377
AST-000207,0.23783261818769982,0.2039837995976317,0.9262886518922752,0.4560350232258689
AST-000208,0.4827357823274749,0.6087898630215257,0.975253921752373,0.6889265223671245
AST-000209,0.747312683276307,0.4596051185868377,0.5759319804724803,0.5942832607785417
AST-000210,0.7219281626422446,0.4473514141948554,0.9653806778346682,0.7115534182239228
AST-000211,0.7570993675981926,0.6764850737197924,0.9749049417783913,0.8028297943654588
AST-000212,0.7151998509795712,0.6717896807913296,0.7923470556797378,0.7264455291502129
AST-000213,0.40289397650292064,0.545336417980488,0.8595134729836876,0.6025812891556988
AST-000214,0.6887651669674764,0.6910808516798517,0.8394778120843804,0.7397746102439028
AST-000215,0.9643442785888832,0.8962464477762996,0.9075233689300938,0.922704698431759
AST-000216,0.3800503337687894,0.7074162834962707,0.40304181955811147,0.4968361456077239
AST-000217,0.20150158370502028,0.5199332519253245,0.5704446675875867,0.43062650107264383
AST-000218,0.23369345545085565,0.6123347354502338,0.9949211733332549,0.6136497880781148
AST-000219,0.5253743935066163,0.7971167479084125,0.6395552156163975,0.6540154523438088
AST-000220,0.22480547381754265,0.39007103737524024,0.7276561990029454,0.4475109033985761
AST-000221,0.4340022279100163,0.6638364270214329,0.5703184090621634,0.5560523546645375
AST-000222,0.0,0.8491972997893754,0.9864950681244427,0.6118974559712727
AST-000223,0.6537439380561936,0.5342897576671055,0.6340463691846091,0.6073600216359694
AST-000224,0.8652203694640859,0.6426040042411945,0.14575678279348836,0.5511937188329229
AST-000225,0.5731309704033057,0.19685777099225654,0.8929522247711861,0.5543136553889161
AST-000226,0.3232955910855865,0.1570095977052867,0.7894984728392067,0.4232678872100266
AST-000227,0.0,0.640718513095079,0.9129264327059528,0.5178816486003439
AST-000228,0.9073187372208068,0.45146852827170586,0.4262259689020906,0.5950044114648677
AST-000229,0.6425479954848645,0.5780937121581898,0.7828934815112736,0.6678450630514426
AST-000230,0.0,0.3712924033468111,0.7687982068062924,0.3800302033843678
AST-000231,0.4003676748380779,0.9721487462946389,0.6414117078966994,0.6713093763431388
AST-000232,0.7685761891371898,0.45994687252419686,0.5404502336978165,0.5896577651197344
AST-000233,0.27815805325870524,0.7124852033851727,0.41889047358190934,0.4698445767419291
AST-000234,0.39586096184672087,0.7413667825086665,0.9124936649456704,0.6832404697670192
AST-000235,0.6431582038095642,0.22185002009620353,0.7203905883971727,0.5284662707676469
AST-000236,0.0,0.4949864884730903,0.6415872346141696,0.3788579076957533
AST-000237,0.17915791847487605,0.41556706535314797,0.6759594163208124,0.4235614667162788
AST-000238,0.4328366086016115,0.06456407710633706,0.269262053177604,0.25555424629518414
AST-000239,0.0,0.7284356848712353,0.975529104475047,0.5679882631154275
AST-000240,0.0,0.4841140068138546,0.7041572721561791,0.3960904263233445
AST-000241,0.38957402212472714,0.8971845204583352,0.7450002847510011,0.6772529424446878
AST-000242,0.0,0.3539749531929186,0.930892328477845,0.42828909389025455
AST-000243,0.48269510110346797,0.5939166876314982,0.9524092389903756,0.6763403425751139
AST-000244,0.0,0.0741055222579712,0.40729641533823924,0.16046731253207014
AST-000245,0.6305484682655347,0.6138437789779952,0.7403340531001161,0.661575433447882
AST-000246,0.6370250801970988,0.8065902260219298,0.8686470144607467,0.7707541068932584
AST-000247,0.2981706266681053,0.1931862327108151,0.6056437547997655,0.3656668713928953
AST-000248,0.10898802504629294,0.32714447053247975,0.902484925525435,0.4462058070347359
AST-000249,0.6237401796015397,0.5929666243009101,0.8645564554414461,0.6937544197812987
AST-000250,0.40440418976479564,0.4211695495447866,0.5700510906297527,0.46520827664644493
AST-000251,0.661889545724842,0.9508758263401204,0.955121342721604,0.8559622382621889
AST-000252,0.9284907497829463,0.8802849380009238,0.6307683228174636,0.8131813368671112
AST-000253,0.9708808030249761,0.39916714930509056,0.8991871625559977,0.7564117049620215
AST-000254,0.7433449034254571,0.5991299854211991,0.5812373181425107,0.6412374023297223
AST-000255,0.9328398193632174,0.6931010149904137,0.9691547614472437,0.8650318652669582
AST-000256,0.13181870456405964,0.7913562952891073,0.6761100845388579,0.533095028130675
AST-000257,0.8715455950773218,0.73352219541862,0.28691300950623455,0.630660266667392
AST-000258,0.24535119226989763,0.31102400567833016,0.6901790719676143,0.41551808997194734
AST-000259,0.0,0.5967070685702007,0.818190891950584,0.47163265350692823
AST-000260,0.6725335405450906,0.17017288071524103,0.6402554355400726,0.4943206189334681
AST-000261,0.542524358978323,0.8737195694642276,0.8823142469060857,0.7661860584495455
AST-000262,0.5938299838896707,0.5249450265960813,0.6350571025195897,0.584610704335114
AST-000263,0.29743886486383114,0.12725727080605045,0.5973079680196052,0.34066803456316225
AST-000264,0.6584532048537555,0.511380942166611,0.6498518074815892,0.6065619848339852
AST-000265,0.7116002776201004,0.8586377513596113,0.9611163170393652,0.843784782006359
AST-000266,0.48149459936881867,0.7430268638282178,0.6370951249310386,0.6205388627093583
AST-000267,0.27833322509031255,0.989580175441835,0.9189430641422528,0.7289521548914668
AST-000268,0.8833818762238509,0.9156262526061503,0.8960331662416385,0.8983470983572133
AST-000269,0.822984276362679,0.3631153913095255,0.8948936788827114,0.6936644488516387
AST-000270,0.37080080992654174,0.5788705575333307,0.41908703368205164,0.45625280038064137
AST-000271,0.5112681746121651,0.5473156702902088,0.5539615927118721,0.5375151458714154
AST-000272,0.6223283927076281,0.3880077889927872,0.49942869619002006,0.5032549592968117
AST-000273,0.4652118184707194,0.4894763984201623,0.9477283614241494,0.6341388594383437
AST-000274,0.26807412360894733,0.23984588003326796,0.8177981820813385,0.44190606190785126
AST-000275,0.3199688109118762,0.5275340201901069,0.6933861562839596,0.5136296624619808
AST-000276,0.6590203139847308,0.571694154968875,0.9825588779234208,0.7377577822923422
AST-000277,0.0,0.4779969973115955,0.5761873087979933,0.35139476870319625
AST-000278,0.0,0.5998248466929612,0.7983964328773956,0.4660737598567856
AST-000279,0.6594997904871169,0.32853312739376644,0.3201443675911363,0.4360590951573398
AST-000280,0.6484640347573352,0.18724603730424388,0.7323241296525205,0.5226780672380332
AST-000281,0.8828030341127483,0.4751780244738334,0.9933625000728864,0.7837811862198226
AST-000282,0.0,0.7714296608614281,0.9117518239980663,0.5610604949531648
AST-000283,0.7511810573495655,0.5835215036758904,0.9610585560516589,0.7652537056923716
AST-000284,0.0,0.8074584361310754,0.7850201045992027,0.5308261802434261
AST-000285,0.2227412669642023,0.5933742909204687,0.6617907182840107,0.49263542538956057
AST-000286,0.0,0.4149093722899969,0.9726425450196641,0.462517305769887
AST-000287,0.632335799446066,0.49894996378999634,0.7657733031342846,0.632353022123449
AST-000288,0.8758603115120496,0.796304029140573,0.9508527424076763,0.8743390276867663
AST-000289,0.897714721434151,0.7043673096219585,0.34389288796066886,0.6486583063389261
AST-000290,0.0,0.5704101422784412,0.9863285344779488,0.51891289225213
AST-000291,0.07718311729778045,0.710014592057588,0.7923242551723343,0.5265073215092343
AST-000292,0.8608874906639592,0.532036057126762,0.6371031584001581,0.6766755687302931
AST-000293,0.30109066382348076,0.8805537346907873,0.9274386455080278,0.7030276813407653
AST-000294,0.35616411875707504,0.43826411379903774,0.8539547126594337,0.5494609817385155
AST-000295,0.7351329997386528,0.9225645328984117,0.9859299850639811,0.8812091725670151
AST-000296,0.4396824704938164,0.6829306005572178,0.9634101791757667,0.6953410834089336
AST-000297,0.5997243465035885,0.9351725941341794,0.9406434756464973,0.8251801387614218
AST-000298,0.6607161541511267,0.6503311549520442,0.4677886597983065,0.5929453229671592
AST-000299,0.5461845843259449,0.83778470100608,0.5611111888946413,0.6483601580755555
AST-000300,0.6148216492952244,0.459249676741381,0.6877861764045594,0.5872858341470549
AST-000301,0.7101310842047958,0.7101008817016671,0.9917371911912222,0.8039897190325617
AST-000302,0.7146192258647176,0.2642519404207677,0.9614692436054877,0.6467801366303244
AST-000303,0.6139994803926029,0.9022944118895618,0.7688647923097236,0.7617195615306294
AST-000304,0.5610606368417428,0.5559850548118672,0.9432860042049748,0.6867772319528616
AST-000305,0.20383739850470123,0.5858945159672503,0.969389985092213,0.5863739665213882
AST-000306,0.6590474951097081,0.9260839084781177,0.941030949668226,0.8420541177520172
AST-000307,0.4186499525574844,0.24177937500065985,0.793176444478968,0.484535257345704
AST-000308,0.0,0.5955735635618143,0.22437222121867817,0.2733152615934975
AST-000309,0.7006750532459755,0.11728968313165847,0.8268723585868182,0.5482790316548174
AST-000310,0.11802652925402081,0.31420149087324234,0.5484354695383656,0.3268878298885429
AST-000311,0.0,0.84813051442136,0.8487090379241323,0.565613184115164
AST-000312,0.4109245660244482,0.8716236515995335,0.6998920390102876,0.6608134188780898
AST-000313,0.5326779748008944,0.4541975049348869,0.5708699626792275,0.519248480805003
AST-000314,0.17457239566884236,0.6240981149072614,0.8876995874352628,0.5621233660037889
AST-000315,0.0,0.5791001614780755,0.9061545843267317,0.49508491526826903
AST-000316,0.7563617069483235,0.1611000406114376,0.13405149377577727,0.35050441377851277
AST-000317,0.64881270159041,0.4364890100600273,0.9909784895380128,0.69209340039615
AST-000318,0.17436767697530237,0.7625733805044976,0.7571783230235072,0.564706460167769
AST-000319,0.3251769607814316,0.46611986211884304,0.782080745083845,0.5244591893280398
AST-000320,0.7655352263759814,0.6706267082809437,0.9756572761125992,0.8039397369231747
AST-000321,0.5380041174625325,0.3723203262113472,0.847621065094484,0.5859818362561212
AST-000322,0.331898650490964,0.38646499367140236,0.5092055335126866,0.40918972589168434
AST-000323,0.33240091015183515,0.4724763064114236,0.699319414212968,0.5013988769254089
AST-000324,0.7570762829139438,0.6178988630625568,0.995846431915499,0.7902738592973333
AST-000325,0.5448386330740381,0.5443074555572905,0.6537464511957654,0.5809641799423647
AST-000326,0.6149255683455818,0.7037322782387707,0.6340420959249169,0.6508999808364231
AST-000327,0.3633594879750986,0.4013974945656979,0.6976578918971653,0.487471624812654
AST-000328,0.513430328307553,0.891558963284154,0.9982754856118435,0.8010882590678502
AST-000329,0.44059479565327236,0.6070102632081983,0.9188252590546178,0.6554767726386962
AST-000330,0.0,0.47975787407579806,0.9744542753604782,0.4847373831454254
AST-000331,0.35227261178654806,0.09535797545120388,0.5813377531924078,0.3429894468100532
AST-000332,0.8563219709148326,0.3061632164162061,0.8284205164726963,0.663635234601245
AST-000333,0.807473868071933,0.502645612293627,0.8187857835121357,0.7096350879592319
AST-000334,0.14728582865091974,0.8685559586708194,0.518530508546231,0.51145743195599
AST-000335,0.7914245359535812,0.4678925892237639,0.7401383992649394,0.6664851748140949
AST-000336,0.6696308084957492,0.4305972489880589,0.9908263849013949,0.6970181474617343
AST-000337,0.5801349597145028,0.586729808088634,0.8761643832823984,0.6810097170285117
AST-000338,0.8345333056226901,0.5936625528815244,0.36771526753353917,0.5986370420125845
