asset_id,incident_occurred,total_loss_inr
AST-000101,0,0.0
AST-000102,0,0.0
AST-000103,0,0.0
AST-000104,0,0.0
AST-000105,0,0.0
AST-000106,0,0.0
AST-000107,0,0.0
AST-000108,0,0.0
AST-000109,0,0.0
AST-000110,0,0.0
AST-000111,0,0.0
AST-000112,0,0.0
AST-000113,0,0.0
AST-000114,0,0.0
AST-000115,0,0.0
AST-000116,0,0.0
AST-000117,0,0.0
AST-000118,0,0.0
AST-000119,0,0.0
AST-000120,0,0.0
AST-000121,1,6838808.0
AST-000122,0,0.0
AST-000123,0,0.0
AST-000124,0,0.0
AST-000125,0,0.0
AST-000126,0,0.0
AST-000127,0,0.0
AST-000128,0,0.0
AST-000129,0,0.0
AST-000130,0,0.0
AST-000131,0,0.0
AST-000132,0,0.0
AST-000133,0,0.0
AST-000134,0,0.0
AST-000135,0,0.0
AST-000136,0,0.0
AST-000137,0,0.0
AST-000138,0,0.0
AST-000139,0,0.0
AST-000140,0,0.0
AST-000141,0,0.0
AST-000142,0,0.0
AST-000143,0,0.0
AST-000144,0,0.0
AST-000145,0,0.0
AST-000146,0,0.0
AST-000147,1,4052748.67
AST-000148,0,0.0
AST-000149,0,0.0
AST-000150,0,0.0
AST-000151,0,0.0
AST-000152,0,0.0
AST-000153,0,0.0
AST-000154,0,0.0
AST-000155,0,0.0
AST-000156,0,0.0
AST-000157,0,0.0
AST-000158,0,0.0
AST-000159,0,0.0
AST-000160,0,0.0
AST-000161,0,0.0
AST-000162,0,0.0
AST-000163,0,0.0
AST-000164,0,0.0
AST-000165,0,0.0
AST-000166,0,0.0
AST-000167,0,0.0
AST-000168,0,0.0
AST-000169,0,0.0
AST-000170,0,0.0
AST-000171,0,0.0
AST-000172,0,0.0
AST-000173,0,0.0
AST-000174,0,0.0
AST-000175,0,0.0
AST-000176,0,0.0
AST-000177,0,0.0
AST-000178,0,0.0
AST-000179,1,4380407.13
AST-000180,0,0.0
AST-000181,0,0.0
AST-000182,0,0.0
AST-000183,0,0.0
AST-000184,0,0.0
AST-000185,0,0.0
AST-000186,0,0.0
AST-000187,0,0.0
AST-000188,0,0.0
AST-000189,0,0.0
AST-000190,0,0.0
AST-000191,0,0.0
AST-000192,0,0.0
AST-000193,0,0.0
AST-000194,0,0.0
AST-000195,0,0.0
AST-000196,0,0.0
AST-000197,0,0.0
AST-000198,0,0.0
AST-000199,0,0.0
AST-000200,0,0.0
AST-000201,0,0.0
AST-000202,0,0.0
AST-000203,0,0.0
AST-000204,0,0.0
AST-000205,0,0.0
AST-000206,0,0.0
AST-000207,0,0.0
AST-000208,0,0.0
AST-000209,0,0.0
AST-000210,0,0.0
AST-000211,0,0.0
AST-000212,0,0.0
AST-000213,0,0.0
AST-000214,0,0.0
AST-000215,0,0.0
AST-000216,0,0.0
AST-000217,0,0.0
AST-000218,0,0.0
AST-000219,0,0.0
AST-000220,0,0.0
AST-000221,0,0.0
AST-000222,0,0.0
AST-000223,0,0.0
AST-000224,0,0.0
AST-000225,0,0.0
AST-000226,0,0.0
AST-000227,0,0.0
AST-000228,0,0.0
AST-000229,0,0.0
AST-000230,0,0.0
AST-000231,0,0.0
AST-000232,0,0.0
AST-000233,0,0.0
AST-000234,0,0.0
AST-000235,0,0.0
AST-000236,0,0.0
AST-000237,0,0.0
AST-000238,0,0.0
AST-000239,0,0.0
AST-000240,0,0.0
AST-000241,0,0.0
AST-000242,0,0.0
AST-000243,0,0.0
AST-000244,0,0.0
AST-000245,0,0.0
AST-000246,0,0.0
AST-000247,0,0.0
AST-000248,0,0.0
AST-000249,0,0.0
AST-000250,0,0.0
AST-000251,0,0.0
AST-000252,0,0.0
AST-000253,0,0.0
AST-000254,0,0.0
AST-000255,0,0.0
AST-000256,0,0.0
AST-000257,0,0.0
AST-000258,0,0.0
AST-000259,0,0.0
AST-000260,0,0.0
AST-000261,1,3791781.3
AST-000262,0,0.0
AST-000263,0,0.0
AST-000264,0,0.0
AST-000265,0,0.0
AST-000266,0,0.0
AST-000267,0,0.0
AST-000268,0,0.0
AST-000269,0,0.0
AST-000270,0,0.0
AST-000271,0,0.0
AST-000272,0,0.0
AST-000273,0,0.0
AST-000274,0,0.0
AST-000275,0,0.0
AST-000276,1,338810.2
AST-000277,0,0.0
AST-000278,0,0.0
AST-000279,0,0.0
AST-000280,0,0.0
AST-000281,0,0.0
AST-000282,0,0.0
AST-000283,0,0.0
AST-000284,0,0.0
AST-000285,0,0.0
AST-000286,0,0.0
AST-000287,0,0.0
AST-000288,0,0.0
AST-000289,0,0.0
AST-000290,1,3857250.35
AST-000291,0,0.0
AST-000292,0,0.0
AST-000293,0,0.0
AST-000294,0,0.0
AST-000295,0,0.0
AST-000296,0,0.0
AST-000297,0,0.0
AST-000298,0,0.0
AST-000299,0,0.0
AST-000300,0,0.0
AST-000301,0,0.0
AST-000302,0,0.0
AST-000303,0,0.0
AST-000304,0,0.0
AST-000305,0,0.0
AST-000306,0,0.0
AST-000307,0,0.0
AST-000308,0,0.0
AST-000309,0,0.0
AST-000310,0,0.0
AST-000311,0,0.0
AST-000312,0,0.0
AST-000313,0,0.0
AST-000314,0,0.0
AST-000315,0,0.0
AST-000316,0,0.0
AST-000317,0,0.0
AST-000318,0,0.0
AST-000319,1,452812.19
AST-000320,0,0.0
AST-000321,0,0.0
AST-000322,0,0.0
AST-000323,0,0.0
AST-000324,0,0.0
AST-000325,0,0.0
AST-000326,0,0.0
AST-000327,0,0.0
AST-000328,0,0.0
AST-000329,0,0.0
AST-000330,0,0.0
AST-000331,0,0.0
AST-000332,0,0.0
AST-000333,0,0.0
AST-000334,0,0.0
AST-000335,0,0.0
AST-000336,0,0.0
AST-000337,0,0.0
AST-000338,0,0.0
AST-000339,0,0.0
AST-000340,0,0.0
AST-000341,0,0.0
AST-000342,0,0.0
AST-000343,0,0.0
AST-000344,0,0.0
AST-000345,0,0.0
AST-000346,0,0.0
AST-000347,0,0.0
AST-000348,0,0.0
AST-000349,0,0.0
AST-000350,0,0.0
AST-000351,0,0.0
AST-000352,1,23355719.11
AST-000353,0,0.0
AST-000354,0,0.0
AST-000355,0,0.0
AST-000356,0,0.0
AST-000357,0,0.0
AST-000358,0,0.0
AST-000359,0,0.0
AST-000360,0,0.0
AST-000361,1,7014796.78
AST-000362,0,0.0
AST-000363,0,0.0
AST-000364,0,0.0
AST-000365,0,0.0
AST-000366,0,0.0
AST-000367,0,0.0
AST-000368,0,0.0
AST-000369,1,252478.8
AST-000370,0,0.0
AST-000371,0,0.0
AST-000372,0,0.0
AST-000373,0,0.0
AST-000374,0,0.0
AST-000375,0,0.0
AST-000376,0,0.0
AST-000377,0,0.0
AST-000378,1,377403.36
AST-000379,0,0.0
AST-000380,0,0.0
AST-000381,0,0.0
AST-000382,0,0.0
AST-000383,0,0.0
AST-000384,0,0.0
AST-000385,0,0.0
AST-000386,0,0.0
AST-000387,0,0.0
AST-000388,0,0.0
AST-000389,0,0.0
AST-000390,0,0.0
AST-000391,0,0.0
AST-000392,1,1247176.14
AST-000393,0,0.0
AST-000394,0,0.0
AST-000395,0,0.0
AST-000396,0,0.0
AST-000397,0,0.0
AST-000398,0,0.0
AST-000399,0,0.0
AST-000400,0,0.0
AST-000401,0,0.0
AST-000402,0,0.0
AST-000403,0,0.0
AST-000404,0,0.0
AST-000405,0,0.0
AST-000406,1,2605066.0
AST-000407,0,0.0
AST-000408,0,0.0
AST-000409,1,54457.92
AST-000410,0,0.0
AST-000411,0,0.0
AST-000412,0,0.0
AST-000413,0,0.0
AST-000414,0,0.0
AST-000415,0,0.0
AST-000416,1,29180.33
AST-000417,0,0.0
AST-000418,0,0.0
AST-000419,0,0.0
AST-000420,0,0.0
AST-000421,0,0.0
AST-000422,0,0.0
AST-000423,0,0.0
AST-000424,0,0.0
AST-000425,0,0.0
AST-000426,0,0.0
AST-000427,0,0.0
AST-000428,0,0.0
AST-000429,0,0.0
AST-000430,0,0.0
AST-000431,0,0.0
AST-000432,0,0.0
AST-000433,0,0.0
AST-000434,0,0.0
AST-000435,0,0.0
AST-000436,0,0.0
AST-000437,0,0.0
AST-000438,0,0.0
AST-000439,0,0.0
AST-000440,0,0.0
AST-000441,0,0.0
AST-000442,0,0.0
AST-000443,0,0.0
AST-000444,1,421062.23
AST-000445,0,0.0
AST-000446,0,0.0
AST-000447,0,0.0
AST-000448,0,0.0
AST-000449,0,0.0
AST-000450,0,0.0
AST-000451,0,0.0
AST-000452,0,0.0
AST-000453,0,0.0
AST-000454,0,0.0
AST-000455,1,8284743.43
AST-000456,0,0.0
AST-000457,0,0.0
AST-000458,0,0.0
AST-000459,0,0.0
AST-000460,0,0.0
AST-000461,0,0.0
AST-000462,0,0.0
AST-000463,0,0.0
AST-000464,0,0.0
AST-000465,1,2096577.5
AST-000466,0,0.0
AST-000467,0,0.0
AST-000468,0,0.0
AST-000469,0,0.0
AST-000470,0,0.0
AST-000471,0,0.0
AST-000472,0,0.0
AST-000473,0,0.0
AST-000474,0,0.0
AST-000475,0,0.0
AST-000476,0,0.0
AST-000477,0,0.0
AST-000478,0,0.0
AST-000479,0,0.0
AST-000480,0,0.0
AST-000481,0,0.0
AST-000482,0,0.0
AST-000483,0,0.0
AST-000484,0,0.0
AST-000485,0,0.0
AST-000486,1,497735.07
AST-000487,0,0.0
AST-000488,0,0.0
AST-000489,0,0.0
AST-000490,0,0.0
AST-000491,0,0.0
AST-000492,0,0.0
AST-000493,0,0.0
AST-000494,0,0.0
AST-000495,0,0.0
AST-000496,0,0.0
AST-000497,0,0.0
AST-000498,0,0.0
AST-000499,0,0.0
AST-000500,0,0.0
AST-000501,0,0.0
AST-000502,0,0.0
AST-000503,0,0.0
AST-000504,0,0.0
AST-000505,0,0.0
AST-000506,0,0.0
AST-000507,0,0.0
AST-000508,0,0.0
AST-000509,0,0.0
AST-000510,0,0.0
AST-000511,0,0.0
AST-000512,0,0.0
AST-000513,0,0.0
AST-000514,0,0.0
AST-000515,0,0.0
AST-000516,0,0.0
AST-000517,0,0.0
AST-000518,0,0.0
AST-000519,0,0.0
AST-000520,0,0.0
AST-000521,0,0.0
AST-000522,0,0.0
AST-000523,0,0.0
AST-000524,0,0.0
AST-000525,0,0.0
AST-000526,0,0.0
AST-000527,0,0.0
AST-000528,0,0.0
AST-000529,0,0.0
AST-000530,0,0.0
AST-000531,0,0.0
AST-000532,0,0.0
AST-000533,0,0.0
AST-000534,0,0.0
AST-000535,0,0.0
AST-000536,0,0.0
AST-000537,0,0.0
AST-000538,0,0.0
AST-000539,0,0.0
AST-000540,0,0.0
AST-000541,0,0.0
AST-000542,0,0.0
AST-000543,0,0.0
AST-000544,0,0.0
AST-000545,0,0.0
AST-000546,0,0.0
AST-000547,0,0.0
AST-000548,0,0.0
AST-000549,0,0.0
AST-000550,0,0.0
AST-000551,0,0.0
AST-000552,0,0.0
AST-000553,0,0.0
AST-000554,0,0.0
AST-000555,0,0.0
AST-000556,0,0.0
AST-000557,0,0.0
AST-000558,0,0.0
AST-000559,0,0.0
AST-000560,0,0.0
AST-000561,0,0.0
AST-000562,0,0.0
AST-000563,0,0.0
AST-000564,0,0.0
AST-000565,0,0.0
AST-000566,0,0.0
AST-000567,0,0.0
AST-000568,0,0.0
AST-000569,0,0.0
AST-000570,0,0.0
AST-000571,0,0.0
AST-000572,0,0.0
AST-000573,0,0.0
AST-000574,0,0.0
AST-000575,0,0.0
AST-000576,0,0.0
AST-000577,0,0.0
AST-000578,0,0.0
AST-000579,0,0.0
AST-000580,0,0.0
AST-000581,0,0.0
AST-000582,0,0.0
AST-000583,0,0.0
AST-000584,0,0.0
AST-000585,0,0.0
AST-000586,0,0.0
AST-000587,0,0.0
AST-000588,0,0.0
AST-000589,0,0.0
AST-000590,0,0.0
AST-000591,1,257026.83
AST-000592,0,0.0
AST-000593,0,0.0
AST-000594,0,0.0
AST-000595,0,0.0
AST-000596,0,0.0
AST-000597,0,0.0
AST-000598,0,0.0
AST-000599,0,0.0
AST-000600,0,0.0
AST-000601,0,0.0
AST-000602,0,0.0
AST-000603,0,0.0
AST-000604,0,0.0
AST-000605,0,0.0
AST-000606,1,272213.18
AST-000607,0,0.0
AST-000608,0,0.0
AST-000609,0,0.0
AST-000610,0,0.0
AST-000611,0,0.0
AST-000612,0,0.0
AST-000613,0,0.0
AST-000614,1,1022059.36
AST-000615,0,0.0
AST-000616,0,0.0
AST-000617,0,0.0
AST-000618,0,0.0
AST-000619,0,0.0
AST-000620,0,0.0
AST-000621,0,0.0
AST-000622,0,0.0
AST-000623,0,0.0
AST-000624,0,0.0
AST-000625,0,0.0
AST-000626,0,0.0
AST-000627,0,0.0
AST-000628,0,0.0
AST-000629,0,0.0
AST-000630,0,0.0
AST-000631,0,0.0
AST-000632,1,888126.88
AST-000633,0,0.0
AST-000634,0,0.0
AST-000635,0,0.0
AST-000636,0,0.0
AST-000637,0,0.0
AST-000638,1,292738.93
AST-000639,0,0.0
AST-000640,0,0.0
AST-000641,0,0.0
AST-000642,0,0.0
AST-000643,0,0.0
AST-000644,0,0.0
AST-000645,0,0.0
AST-000646,0,0.0
AST-000647,0,0.0
AST-000648,0,0.0
AST-000649,0,0.0
AST-000650,0,0.0
AST-000651,0,0.0
AST-000652,0,0.0
AST-000653,0,0.0
AST-000654,0,0.0
AST-000655,0,0.0
AST-000656,0,0.0
AST-000657,1,181722.03
AST-000658,0,0.0
AST-000659,1,278863.6
AST-000660,0,0.0
AST-000661,0,0.0
AST-000662,0,0.0
AST-000663,0,0.0
AST-000664,0,0.0
AST-000665,0,0.0
AST-000666,0,0.0
AST-000667,0,0.0
AST-000668,1,581607.94
AST-000669,0,0.0
AST-000670,0,0.0
AST-000671,0,0.0
AST-000672,0,0.0
AST-000673,0,0.0
AST-000674,0,0.0
AST-000675,0,0.0
AST-000676,0,0.0
AST-000677,0,0.0
AST-000678,0,0.0
AST-000679,0,0.0
AST-000680,0,0.0
AST-000681,0,0.0
AST-000682,0,0.0
AST-000683,0,0.0
AST-000684,0,0.0
AST-000685,0,0.0
AST-000686,0,0.0
AST-000687,0,0.0
AST-000688,0,0.0
AST-000689,0,0.0
AST-000690,0,0.0
AST-000691,1,159778.19
AST-000692,0,0.0
AST-000693,0,0.0
AST-000694,0,0.0
AST-000695,0,0.0
AST-000696,0,0.0
AST-000697,0,0.0
AST-000698,0,0.0
AST-000699,0,0.0
AST-000700,0,0.0
AST-000701,1,8400535.31
AST-000702,0,0.0
AST-000703,0,0.0
AST-000704,0,0.0
AST-000705,0,0.0
AST-000706,0,0.0
AST-000707,0,0.0
AST-000708,0,0.0
AST-000709,0,0.0
AST-000710,0,0.0
AST-000711,0,0.0
AST-000712,0,0.0
AST-000713,1,6463068.23
AST-000714,0,0.0
AST-000715,0,0.0
AST-000716,0,0.0
AST-000717,0,0.0
AST-000718,0,0.0
AST-000719,0,0.0
AST-000720,0,0.0
AST-000721,0,0.0
AST-000722,0,0.0
AST-000723,0,0.0
AST-000724,0,0.0
AST-000725,0,0.0
AST-000726,0,0.0
AST-000727,0,0.0
AST-000728,0,0.0
AST-000729,0,0.0
AST-000730,0,0.0
AST-000731,0,0.0
AST-000732,0,0.0
AST-000733,0,0.0
AST-000734,0,0.0
AST-000735,0,0.0
AST-000736,0,0.0
AST-000737,0,0.0
AST-000738,0,0.0
AST-000739,0,0.0
AST-000740,0,0.0
AST-000741,0,0.0
AST-000742,0,0.0
AST-000743,0,0.0
AST-000744,0,0.0
AST-000745,0,0.0
AST-000746,0,0.0
AST-000747,0,0.0
AST-000748,0,0.0
AST-000749,0,0.0
AST-000750,0,0.0
AST-000751,0,0.0
AST-000752,0,0.0
AST-000753,0,0.0
AST-000754,0,0.0
AST-000755,0,0.0
AST-000756,0,0.0
AST-000757,0,0.0
AST-000758,0,0.0
AST-000759,0,0.0
AST-000760,0,0.0
AST-000761,0,0.0
AST-000762,0,0.0
AST-000763,0,0.0
AST-000764,0,0.0
AST-000765,0,0.0
AST-000766,0,0.0
AST-000767,0,0.0
AST-000768,0,0.0
AST-000769,0,0.0
AST-000770,0,0.0
AST-000771,0,0.0
AST-000772,0,0.0
AST-000773,0,0.0
AST-000774,0,0.0
AST-000775,0,0.0
AST-000776,1,3742112.83
AST-000777,0,0.0
AST-000778,0,0.0
AST-000779,0,0.0
AST-000780,0,0.0
AST-000781,0,0.0
AST-000782,0,0.0
AST-000783,0,0.0
AST-000784,0,0.0
AST-000785,0,0.0
AST-000786,0,0.0
AST-000787,0,0.0
AST-000788,0,0.0
AST-000789,0,0.0
AST-000790,0,0.0
AST-000791,0,0.0
AST-000792,0,0.0
AST-000793,0,0.0
AST-000794,0,0.0
AST-000795,1,287258.94
AST-000796,0,0.0
AST-000797,0,0.0
AST-000798,0,0.0
AST-000799,0,0.0
AST-000800,0,0.0
AST-000801,0,0.0
AST-000802,0,0.0
AST-000803,0,0.0
AST-000804,1,1804745.15
AST-000805,0,0.0
AST-000806,0,0.0
AST-000807,0,0.0
AST-000808,0,0.0
AST-000809,0,0.0
AST-000810,0,0.0
AST-000811,0,0.0
AST-000812,1,1738950.66
AST-000813,0,0.0
AST-000814,0,0.0
AST-000815,0,0.0
AST-000816,0,0.0
AST-000817,0,0.0
AST-000818,0,0.0
AST-000819,0,0.0
AST-000820,0,0.0
AST-000821,0,0.0
AST-000822,0,0.0
AST-000823,1,25138.38
AST-000824,0,0.0
AST-000825,0,0.0
AST-000826,0,0.0
AST-000827,0,0.0
AST-000828,0,0.0
AST-000829,0,0.0
AST-000830,0,0.0
AST-000831,0,0.0
AST-000832,0,0.0
AST-000833,0,0.0
AST-000834,0,0.0
AST-000835,0,0.0
AST-000836,0,0.0
AST-000837,0,0.0
AST-000838,0,0.0
AST-000839,0,0.0
AST-000840,0,0.0
AST-000841,0,0.0
AST-000842,0,0.0
AST-000843,0,0.0
AST-000844,0,0.0
AST-000845,0,0.0
AST-000846,0,0.0
AST-000847,0,0.0
AST-000848,0,0.0
AST-000849,0,0.0
AST-000850,0,0.0
AST-000851,0,0.0
AST-000852,0,0.0
AST-000853,0,0.0
AST-000854,0,0.0
AST-000855,0,0.0
AST-000856,0,0.0
AST-000857,0,0.0
AST-000858,0,0.0
AST-000859,0,0.0
AST-000860,0,0.0
AST-000861,0,0.0
AST-000862,0,0.0
AST-000863,1,5858009.16
AST-000864,0,0.0
AST-000865,0,0.0
AST-000866,0,0.0
AST-000867,0,0.0
AST-000868,0,0.0
AST-000869,0,0.0
AST-000870,0,0.0
AST-000871,0,0.0
AST-000872,1,110388.79
AST-000873,0,0.0
AST-000874,1,4034882.63
AST-000875,0,0.0
AST-000876,0,0.0
AST-000877,0,0.0
AST-000878,0,0.0
AST-000879,0,0.0
AST-000880,0,0.0
AST-000881,0,0.0
AST-000882,0,0.0
AST-000883,0,0.0
AST-000884,0,0.0
AST-000885,0,0.0
AST-000886,0,0.0
AST-000887,0,0.0
AST-000888,0,0.0
AST-000889,0,0.0
AST-000890,0,0.0
AST-000891,0,0.0
AST-000892,0,0.0
AST-000893,0,0.0
AST-000894,0,0.0
AST-000895,0,0.0
AST-000896,0,0.0
AST-000897,0,0.0
AST-000898,0,0.0
AST-000899,0,0.0
AST-000900,0,0.0
AST-000901,0,0.0
AST-000902,0,0.0
AST-000903,0,0.0
AST-000904,0,0.0
AST-000905,0,0.0
AST-000906,0,0.0
AST-000907,0,0.0
AST-000908,0,0.0
AST-000909,0,0.0
AST-000910,0,0.0
AST-000911,0,0.0
AST-000912,0,0.0
AST-000913,0,0.0
AST-000914,0,0.0
AST-000915,0,0.0
AST-000916,0,0.0
AST-000917,0,0.0
AST-000918,0,0.0
AST-000919,0,0.0
AST-000920,0,0.0
AST-000921,0,0.0
AST-000922,0,0.0
AST-000923,0,0.0
AST-000924,0,0.0
AST-000925,0,0.0
AST-000926,0,0.0
AST-000927,0,0.0
AST-000928,0,0.0
AST-000929,0,0.0
AST-000930,0,0.0
AST-000931,1,289741.3
AST-000932,0,0.0
AST-000933,0,0.0
AST-000934,0,0.0
AST-000935,0,0.0
AST-000936,0,0.0
AST-000937,0,0.0
AST-000938,0,0.0
AST-000939,1,118924.18
AST-000940,0,0.0
AST-000941,0,0.0
AST-000942,0,0.0
AST-000943,0,0.0
AST-000944,0,0.0
AST-000945,0,0.0
AST-000946,1,5359089.85
AST-000947,0,0.0
AST-000948,0,0.0
AST-000949,0,0.0
AST-000950,0,0.0
AST-000951,0,0.0
AST-000952,0,0.0
AST-000953,0,0.0
AST-000954,1,724924.32
AST-000955,0,0.0
AST-000956,0,0.0
AST-000957,1,13578.65
AST-000958,0,0.0
AST-000959,0,0.0
AST-000960,0,0.0
AST-000961,0,0.0
AST-000962,0,0.0
AST-000963,0,0.0
AST-000964,0,0.0
AST-000965,0,0.0
AST-000966,0,0.0
AST-000967,0,0.0
AST-000968,0,0.0
AST-000969,0,0.0
AST-000970,0,0.0
AST-000971,0,0.0
AST-000972,0,0.0
AST-000973,0,0.0
AST-000974,0,0.0
AST-000975,0,0.0
AST-000976,0,0.0
AST-000977,0,0.0
AST-000978,0,0.0
AST-000979,0,0.0
AST-000980,0,0.0
AST-000981,0,0.0
AST-000982,0,0.0
AST-000983,0,0.0
AST-000984,0,0.0
AST-000985,0,0.0
AST-000986,0,0.0
AST-000987,0,0.0
AST-000988,0,0.0
AST-000989,0,0.0
AST-000990,0,0.0
AST-000991,0,0.0
AST-000992,0,0.0
AST-000993,0,0.0
AST-000994,0,0.0
AST-000995,0,0.0
AST-000996,1,297319.82
AST-000997,0,0.0
AST-000998,0,0.0
AST-000999,0,0.0
AST-001000,0,0.0
AST-001001,0,0.0
AST-001002,0,0.0
AST-001003,0,0.0
AST-001004,0,0.0
AST-001005,0,0.0
AST-001006,0,0.0
AST-001007,0,0.0
AST-001008,0,0.0
AST-001009,0,0.0
AST-001010,0,0.0
AST-001011,0,0.0
AST-001012,0,0.0
AST-001013,0,0.0
AST-001014,0,0.0
AST-001015,0,0.0
AST-001016,0,0.0
AST-001017,0,0.0
AST-001018,0,0.0
AST-001019,0,0.0
AST-001020,0,0.0
AST-001021,0,0.0
AST-001022,0,0.0
AST-001023,0,0.0
AST-001024,0,0.0
AST-001025,0,0.0
AST-001026,0,0.0
AST-001027,0,0.0
AST-001028,0,0.0
AST-001029,0,0.0
AST-001030,1,28707.33
AST-001031,0,0.0
AST-001032,0,0.0
AST-001033,0,0.0
AST-001034,0,0.0
AST-001035,0,0.0
AST-001036,0,0.0
AST-001037,0,0.0
AST-001038,0,0.0
AST-001039,0,0.0
AST-001040,0,0.0
AST-001041,0,0.0
AST-001042,0,0.0
AST-001043,0,0.0
AST-001044,0,0.0
AST-001045,0,0.0
AST-001046,0,0.0
AST-001047,0,0.0
AST-001048,0,0.0
AST-001049,0,0.0
AST-001050,0,0.0
AST-001051,0,0.0
AST-001052,1,195155.74
AST-001053,0,0.0
AST-001054,0,0.0
AST-001055,0,0.0
AST-001056,0,0.0
AST-001057,0,0.0
AST-001058,0,0.0
AST-001059,0,0.0
AST-001060,0,0.0
AST-001061,0,0.0
AST-001062,1,350095.23
AST-001063,0,0.0
AST-001064,1,496944.55
AST-001065,0,0.0
AST-001066,0,0.0
AST-001067,0,0.0
AST-001068,0,0.0
AST-001069,0,0.0
AST-001070,0,0.0
AST-001071,0,0.0
AST-001072,1,1174374.4
AST-001073,0,0.0
AST-001074,0,0.0
AST-001075,0,0.0
AST-001076,0,0.0
AST-001077,0,0.0
AST-001078,0,0.0
AST-001079,0,0.0
AST-001080,0,0.0
AST-001081,0,0.0
AST-001082,0,0.0
AST-001083,0,0.0
AST-001084,0,0.0
AST-001085,0,0.0
AST-001086,1,21924.41
AST-001087,0,0.0
AST-001088,0,0.0
AST-001089,0,0.0
AST-001090,0,0.0
AST-001091,0,0.0
AST-001092,0,0.0
AST-001093,0,0.0
AST-001094,0,0.0
AST-001095,0,0.0
AST-001096,0,0.0
AST-001097,0,0.0
AST-001098,0,0.0
AST-001099,1,1834328.75
AST-001100,0,0.0
AST-001101,0,0.0
AST-001102,0,0.0
AST-001103,0,0.0
AST-001104,0,0.0
AST-001105,0,0.0
AST-001106,0,0.0
AST-001107,0,0.0
AST-001108,0,0.0
AST-001109,0,0.0
AST-001110,0,0.0
AST-001111,0,0.0
AST-001112,0,0.0
AST-001113,0,0.0
AST-001114,0,0.0
AST-001115,0,0.0
AST-001116,0,0.0
AST-001117,0,0.0
AST-001118,0,0.0
AST-001119,0,0.0
AST-001120,0,0.0
AST-001121,1,68824.21
AST-001122,0,0.0
AST-001123,0,0.0
AST-001124,0,0.0
AST-001125,0,0.0
AST-001126,0,0.0
AST-001127,0,0.0
AST-001128,0,0.0
AST-001129,0,0.0
AST-001130,0,0.0
AST-001131,0,0.0
AST-001132,0,0.0
AST-001133,0,0.0
AST-001134,0,0.0
AST-001135,0,0.0
AST-001136,0,0.0
AST-001137,0,0.0
AST-001138,0,0.0
AST-001139,0,0.0
AST-001140,0,0.0
AST-001141,0,0.0
AST-001142,0,0.0
AST-001143,0,0.0
AST-001144,0,0.0
AST-001145,0,0.0
AST-001146,0,0.0
AST-001147,0,0.0
AST-001148,0,0.0
AST-001149,0,0.0
AST-001150,0,0.0
AST-001151,0,0.0
AST-001152,0,0.0
AST-001153,0,0.0
AST-001154,0,0.0
AST-001155,0,0.0
AST-001156,0,0.0
